arquivo_b,partition,cell_line,timepoint_h,group_key,lote,res,otsu_eta,lap_var,vignette,var_map_sigma2
C4 12H 2_png.rf.H2Y5R9zDxcuoXPVFCHZX.png,train,HUVEC,12,Migração (PET e PEP) n1 - RAW||PEP + NEB 1uM||C4,Migração (PET e PEP) n1 - RAW,nativo,0.62334,52.72,0.659,1009.83
C3 0H 1_png.rf.GUP2WCnC3j3AaenQzSMG.png,train,HUVEC,0,Migração (PET e PEP) n1 - RAW||PEP + NEB 1uM||C3,Migração (PET e PEP) n1 - RAW,nativo,0.74889,96.12,1.1809,3133.42
C3 0H 1_png.rf.RnULYdovSpgOgllwCh6N.png,train,HUVEC,0,Migração (PET e PEP) n3 - RAW||None||C3,Migração (PET e PEP) n3 - RAW,nativo,0.63505,45.99,0.6545,1069.27
C3 0H 1_png.rf.1GcjwCTkABCFtVVPXmAu.png,train,HUVEC,0,Migração (PET e PEP) n2 - RAW||PET||C3,Migração (PET e PEP) n2 - RAW,nativo,0.62533,140.88,0.6676,2238.95
E6 8H 1_png.rf.aiTpRNkpOLX1i5ifEBmk.png,train,HUVEC,8,Migração (PET e PEP) n1 - RAW||PET + NEB 5uM||E6,Migração (PET e PEP) n1 - RAW,nativo,0.63286,105.47,0.5899,2501.72
E6 8H 1_png.rf.9FbfyZAyJYAjvbhnQKNC.png,train,HUVEC,8,LUIS RAW||PEP+GB||E6,LUIS RAW,nativo,0.81878,477.74,0.8106,6708.26
C5 12H 1_png.rf.eqPnAQCG5aI0rvfthMNV.png,test,HUVEC,12,Migração (PET e PEP) n1 - RAW||PET + NEB 1uM||C5,Migração (PET e PEP) n1 - RAW,nativo,0.59296,56.89,0.638,1244.91
C5 12H 1_png.rf.OLiywuVh8Y6xj17HnU6e.png,test,HUVEC,12,LUIS RAW||PET||C5,LUIS RAW,nativo,0.73464,169.5,0.7967,3940.09
E4 12H 1_png.rf.KRVDSp5DFhpm9hFLfjy9.png,train,HUVEC,12,Migração (PET e PEP) n1 - RAW||PET||E4,Migração (PET e PEP) n1 - RAW,nativo,0.62218,34.86,0.6829,1206.47
E4 12H 1_png.rf.35ZjiXuLnQ3VKuAQmtoa.png,val,HUVEC,12,LUIS RAW||PEP+MET3||E4,LUIS RAW,nativo,0.74359,302.73,0.7797,5720.61
E3 8H 2_png.rf.JTkZ7wGK8TZqcNr0iQ9Z.png,train,HUVEC,8,Migração (PET e PEP) n1 - RAW||PET||E3,Migração (PET e PEP) n1 - RAW,nativo,0.66936,56.65,0.8884,1581.47
C4 8H 1_png.rf.OhDSqkiCC7cBz300AryE.png,train,HUVEC,8,Migração (PET e PEP) n1 - RAW||PEP + NEB 1uM||C4,Migração (PET e PEP) n1 - RAW,nativo,0.64853,56.65,0.6685,1058.59
C4 24H 1_png.rf.PrzpHu9et1vWKc2r3zCq.png,train,HUVEC,24,Migração (PET e PEP) n1 - RAW||PEP + NEB 1uM||C4,Migração (PET e PEP) n1 - RAW,nativo,0.67274,37.72,0.836,1976.9
E3 24H 2_png.rf.V8dxaWov8z3KO2UEETWV.png,train,HUVEC,24,Migração (PET e PEP) n1 - RAW||PET||E3,Migração (PET e PEP) n1 - RAW,nativo,0.62587,81.22,0.6548,1292.73
E3 24H 2_png.rf.CqrKP3UzCHpoiMQnTwYf.png,train,HUVEC,24,LUIS RAW||PEP+MET3||E3,LUIS RAW,nativo,0.76774,198.28,0.8491,5711.2
E4 0H 1_png.rf.Odx4K5xl2aDlImnpj0G5.png,train,HUVEC,0,Migração (PET e PEP) n1 - RAW||PET||E4,Migração (PET e PEP) n1 - RAW,nativo,0.69331,44.92,1.0421,2437.9
E4 0H 1_png.rf.guF4XcIWsACmegRAd2IS.png,val,HUVEC,0,LUIS RAW||PEP+MET3||E4,LUIS RAW,nativo,0.74437,513.88,0.7443,6851.81
C5 12H 2_png.rf.oLP5pb7BztRNGjNEDlAS.png,test,HUVEC,12,Migração (PET e PEP) n1 - RAW||PET + NEB 1uM||C5,Migração (PET e PEP) n1 - RAW,nativo,0.61913,56.64,0.775,802.56
C5 12H 2_png.rf.yGOWuMwCESVagvk7Q4HY.png,test,HUVEC,12,LUIS RAW||PET||C5,LUIS RAW,nativo,0.69686,139.69,0.8557,3233.98
D2 24H 2_png.rf.Dr2SascrSZ4uku6feLCZ.png,train,HUVEC,24,Migração (PET e PEP) n3 - RAW||None||D2,Migração (PET e PEP) n3 - RAW,nativo,0.60757,29.35,0.644,319.02
D2 24H 2_png.rf.Dr42hWA0VdnglReM9CyU.png,val,HUVEC,24,Migração (PET e PEP) n2 - RAW||PET + NEB 1uM||D2,Migração (PET e PEP) n2 - RAW,nativo,0.67415,88.23,0.7185,2778.25
D3 24H 2_png.rf.Guj6hzRwo4KztSHLvC8P.png,val,HUVEC,24,Migração (PET e PEP) n3 - RAW||None||D3,Migração (PET e PEP) n3 - RAW,nativo,0.63806,31.62,0.7133,661.93
D3 24H 2_png.rf.wrSFiDUm4y3l7OfQ8x8P.png,train,HUVEC,24,Migração (PET e PEP) n1 - RAW||PEP + NEB 5uM||D3,Migração (PET e PEP) n1 - RAW,nativo,0.66047,61.41,0.8408,1691.07
D3 24H 2_png.rf.vu9MuWKRyoy3WKGkVrI5.png,test,HUVEC,24,Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D3,Migração (PET e PEP) n2 - RAW,nativo,0.71937,59.33,0.755,4472.01
B1 0H 1_png.rf.wkE6SnIAQml6UyDMQy02.png,train,HUVEC,0,Migração (PET e PEP) n3 - RAW||None||B1,Migração (PET e PEP) n3 - RAW,nativo,0.66317,49.44,0.73,548.61
B1 0H 1_png.rf.j3ckb2OmuPoN1D2ZNrsL.png,test,HUVEC,0,Migração (PET e PEP) n2 - RAW||PEP + NEB 1uM||B1,Migração (PET e PEP) n2 - RAW,nativo,0.71647,40.89,0.9461,4117.99
B1 0H 1_png.rf.C8YpfhQojmLektIYz0IQ.png,train,HUVEC,0,LUIS RAW||PEP||B1,LUIS RAW,nativo,0.72058,323.17,0.8102,4908.33
B4 24H 2_png.rf.xxfOaydli3MnWDQgI8Hg.png,train,HUVEC,24,Migração (PET e PEP) n3 - RAW||None||B4,Migração (PET e PEP) n3 - RAW,nativo,0.61137,19.61,0.6925,77.71
B4 24h 2_png.rf.Of8T2fD4qf0cAdWJbOuF.png,train,HUVEC,24,Controle+Saudavel||None||B4,Controle+Saudavel,640,0.64188,75.28,0.8084,1617.44
B4 24H 2_png.rf.Dy3NkPc0L9HXhRCtCbkW.png,test,HUVEC,24,LUIS RAW||PEP+MCC||B4,LUIS RAW,nativo,0.7525,188.14,0.8059,4852.74
B4 24H 2_png.rf.YGDDHBmTvfvwYQHk10DN.png,train,HUVEC,24,Migração (PET e PEP) n1 - RAW||PEP||B4,Migração (PET e PEP) n1 - RAW,nativo,0.60746,40.11,0.7508,558.33
C7 12hr 2_png.rf.On4PgSthEawXN0tYNcLD.png,train,HUVEC,12,Pré-Eclâmpsia||None||C7,Pré-Eclâmpsia,640,0.59926,38.69,0.8301,918.45
C7 12HR 2_png.rf.FcP7oeCPkBbZtSE7blxW.png,train,HUVEC,12,Originais (1)||None||C7,Originais (1),nativo,0.75455,47.8,0.8299,7103.5
B1 0H 2_png.rf.rKSV6ynjn8T0ad0TIIgc.png,train,HUVEC,0,Migração (PET e PEP) n3 - RAW||None||B1,Migração (PET e PEP) n3 - RAW,nativo,0.6856,73.66,0.8482,2529.15
B1 0H 2_png.rf.M9qDqnfqVRQAN3kixv3Y.png,test,HUVEC,0,Migração (PET e PEP) n2 - RAW||PEP + NEB 1uM||B1,Migração (PET e PEP) n2 - RAW,nativo,0.82296,114.54,1.1806,9551.49
A4 24h 2_png.rf.DwIiawL7voUvJVSqtTOP.png,train,HUVEC,24,Controle+Saudavel||None||A4,Controle+Saudavel,640,0.58089,45.7,0.7533,1058.42
A4 24H 2_png.rf.6b9w5pz0deHWDEkWlDtt.png,train,HUVEC,24,LUIS RAW||PEP+MCC||A4,LUIS RAW,nativo,0.85298,809.68,0.888,7995.47
B8 24h 2_png.rf.sUtMqQeZCI3m3wJKsgaH.png,train,HUVEC,24,Pré-Eclâmpsia||None||B8,Pré-Eclâmpsia,640,0.6333,54.36,0.7672,2059.65
B8 24H 2_png.rf.gu9aYftIV22WAXso95Mk.png,val,HUVEC,24,LUIS RAW||PEP+MCC||B8,LUIS RAW,nativo,0.702,202.82,0.7809,3397.46
B7 24hr _png.rf.wGcmDPhq7jcRwYk9p9Cf.png,train,HUVEC,24,Controle+Saudavel||None||B7,Controle+Saudavel,640,0.63836,57.28,0.859,487.49
B7 24HR _png.rf.rxcJQmf6CqfJwy73jb0T.png,train,HUVEC,24,Originais (1)||None||B7,Originais (1),nativo,0.65969,22.16,0.7583,2023.5
A2 24h 1_png.rf.S59irGLLQgWFqJLa5bki.png,train,HUVEC,24,Controle+Saudavel||None||A2,Controle+Saudavel,640,0.71348,121.66,0.8414,4422.8
A2 24H 1_png.rf.f0Gpa2ejRKiGBpMkFNBA.png,train,HUVEC,24,Migração (PET e PEP) n3 - RAW||None||A2,Migração (PET e PEP) n3 - RAW,nativo,0.63001,23.74,0.559,232.02
A2 24H 1_png.rf.EFavmtKTLhhnJThESvF0.png,test,HUVEC,24,Migração (PET e PEP) n2 - RAW||PEP||A2,Migração (PET e PEP) n2 - RAW,nativo,0.63777,88.97,0.7527,2229.69
A2 24H 1_png.rf.0khSfDP2dVePLbJBhUvS.png,train,HUVEC,24,LUIS RAW||PEP+MET3||A2,LUIS RAW,nativo,0.68981,164.54,0.7722,2871.66
75geo1_3_png.rf.3ssQ4kMF9TGfwhFa0NBy.png,train,SKOV,0,P1|GEO|F3,P1,nativo,0.98079,345.81,0.9721,14028.44
75geo3_2_png.rf.74WCC6Yog9fXc1mKJxkf.png,val,SKOV,0,P1|GEO|F12,P1,nativo,0.97755,177.78,1.0321,14350.59
75ug+ptx3_5_png.rf.8zKge5Sez8aWKKyW2i6z.png,val,SKOV,0,P1|GEO+PTX|F15,P1,nativo,0.96693,243.13,1.0333,14237.71
Snap-16_103_png.rf.xOCVzm7U41jEUSGkNIbA.png,val,SKOV,24,P2|CARBO|F1,P2,nativo,0.76374,208.96,0.9291,6349.36
Snap-16_253_png.rf.tk6oVd2Y7bRBeFcFLmiY.png,train,SKOV,72,P1|PTX|F11,P1,nativo,0.84368,579.72,0.9416,6122.45
D7 8HR 2_png.rf.a4Rq2C5edIO0EU87k5E6.png,train,HUVEC,8,originais||None||D7,originais,nativo,0.77497,192.18,0.7932,6841.16
B6 24HR 1_png.rf.RnlHPNjVrMgPZkF7L64E.png,train,HUVEC,24,originais||None||B6,originais,nativo,0.6288,20.57,0.7969,1140.05
Snap-23_png.rf.28O298H93RbxNCkERjpH.png,train,SKOV,0,P2|CARBO|F7,P2,nativo,0.87404,201.53,0.7963,11449.16
Snap-23_272_png.rf.3S7I4N2iyDHQ2WCQnx2e.png,train,SKOV,72,P1|GEO|F3,P1,nativo,0.80124,180.99,0.8909,6315.35
Snap-23_120_png.rf.RTu1fn8eOhvIxcBB0XgF.png,train,SKOV,48,P1|PTX|F7,P1,nativo,0.86105,358.81,0.909,7865.12
Snap-23_46_png.rf.OLrkwsHRaOlVABql7EJC.png,train,SKOV,48,P2|CARBO|F7,P2,nativo,0.8268,109.23,0.9304,6838.5
Snap-23_180_png.rf.SxoeyqweD8MEywpcCrsl.png,train,SKOV,24,P1|PTX|F7,P1,nativo,0.90141,416.59,0.9038,10570.99
Snap-23_91_png.rf.prr7kpB0aPBDSrY8NIW0.png,train,SKOV,24,P2|CARBO|F8,P2,nativo,0.79357,249.62,0.9143,6063.17
D6 0HR 2_png.rf.poe4ZabzUgeIVciNuuZd.png,train,HUVEC,0,originais||None||D6,originais,nativo,0.72105,147.2,0.7288,5657.56
B8 24HR 1_png.rf.quDKVUdqcJJHaOE4wcfs.png,train,HUVEC,24,originais||None||B8,originais,nativo,0.72988,73.32,0.7669,4317.09
B8 24HR 1_png.rf.RVgJPEc6dRHa3W4h9tQR.png,train,HUVEC,24,Originais (1)||None||B8,Originais (1),nativo,0.66615,23.8,0.8082,2314.25
Snap-25_95_png.rf.4nMlAyh4jT2uWFXeHFEu.png,val,SKOV,24,P2|CARBO|F10,P2,nativo,0.80579,340.97,0.9378,4362.44
Snap-25_50_png.rf.CHeux2nrD5owQB0rBnrP.png,test,SKOV,48,P2|CARBO|F9,P2,nativo,0.8041,138.57,0.9741,6603.03
Snap-25_png.rf.NZSC2ldRJFXa4414jttF.png,test,SKOV,0,P2|CARBO|F9,P2,nativo,0.89981,334.56,0.7792,9786.66
Snap-25_184_png.rf.fnCmHOHxb5uRZMEeY7RB.png,test,SKOV,24,P1|PTX|F9,P1,nativo,0.89069,168.02,0.9572,12269.06
Snap-25_124_png.rf.qhyZRieBWx1vF8Vfj4ck.png,test,SKOV,48,P1|PTX|F9,P1,nativo,0.8429,340.75,0.9769,8875.3
B5 12H 1_png.rf.JBkKkt45PibbMNJxopzH.png,val,HUVEC,12,LUIS RAW||PEP||B5,LUIS RAW,nativo,0.69439,169.55,0.8182,3385.03
B5 12H 1_png.rf.2fxitd0BjLxjPsCVaEPq.png,train,HUVEC,12,Migração (PET e PEP) n1 - RAW||PEP||B5,Migração (PET e PEP) n1 - RAW,nativo,0.63815,33.14,0.5847,1837.61
E6 0H 2_png.rf.u4YJXBgFUrlOfZi4Xdbk.png,train,HUVEC,0,Migração (PET e PEP) n1 - RAW||PET + NEB 5uM||E6,Migração (PET e PEP) n1 - RAW,nativo,0.83702,303.5,1.1591,9796.2
E6 0H 2_png.rf.qIyWYgA9w4tryEhjNmUS.png,train,HUVEC,0,LUIS RAW||PEP+GB||E6,LUIS RAW,nativo,0.79759,575.67,0.7195,8461.85
75geo2_5_png.rf.BzRF0Z5bvFroC3TaIbat.png,train,SKOV,0,P1|GEO|F10,P1,nativo,0.98917,249.07,1.0591,15189.36
Snap-42_165_png.rf.3eAR7nfV8aWUfPbBc82Q.png,test,SKOV,48,P1|GEO|F11,P1,nativo,0.80596,104.18,0.9211,5742.39
Snap-42_76_png.rf.erwRb4d1blf6lhZ6UFWy.png,test,SKOV,24,P2|GEO|F11,P2,nativo,0.75925,177.26,0.9468,6959.03
Snap-42_31_png.rf.J9V2UJndHRoslGdxrcqU.png,train,SKOV,48,P2|GEO|F12,P2,nativo,0.7657,120.02,0.9429,6843.72
Snap-42_258_png.rf.hETwVZpuNUgJrChjohxD.png,train,SKOV,72,P1|GEO+PTX|F7,P1,nativo,0.82528,264.1,0.9438,8554.44
Snap-42_225_png.rf.mQxoBxfdEUUtVkhWybfs.png,test,SKOV,24,P1|GEO|F11,P1,nativo,0.7843,68.97,0.9144,7301.17
Snap-42_png.rf.vXnbjKiFLjrY6iWZoR1j.png,test,SKOV,0,P2|GEO|F11,P2,nativo,0.93901,127.18,0.7877,12464.88
D1 24H 2_png.rf.JPXsJfPNRWwnAkf2OC68.png,test,HUVEC,24,Migração (PET e PEP) n3 - RAW||None||D1,Migração (PET e PEP) n3 - RAW,nativo,0.62777,21.84,0.7158,201.88
D1 24H 2_png.rf.MYNSbfcrSOJQNTgrFTJq.png,train,HUVEC,24,Migração (PET e PEP) n2 - RAW||PET + NEB 1uM||D1,Migração (PET e PEP) n2 - RAW,nativo,0.68917,54.96,0.7136,2705.94
D1 24H 2_png.rf.Lvfay3pzrKUgPOiBsEUA.png,train,HUVEC,24,LUIS RAW||PET||D1,LUIS RAW,nativo,0.81134,320.66,0.7784,7182.25
C2 24H 1_png.rf.OdgDvLYa6oJIDJUccXc4.png,val,HUVEC,24,Migração (PET e PEP) n3 - RAW||None||C2,Migração (PET e PEP) n3 - RAW,nativo,0.6635,19.68,0.667,50.49
C2 24H 1_png.rf.HSmhO8ggpsXiYVCigAYN.png,train,HUVEC,24,Migração (PET e PEP) n2 - RAW||PET||C2,Migração (PET e PEP) n2 - RAW,nativo,0.63552,36.41,0.7145,1365.17
D8 12HR 1_png.rf.JKs3STlcbpg5fEO1WWeO.png,train,HUVEC,12,originais||None||D8,originais,nativo,0.82181,323.33,0.8181,6981.95
Snap-41_270_png.rf.46zb8PtP1Yuu9Wit1FpP.png,test,SKOV,72,P1|GEO+PTX|F6,P1,nativo,0.83762,335.61,0.9478,7656.49
Snap-41_177_png.rf.J9Vigcki7oDbHiMC0150.png,train,SKOV,48,P1|GEO|F10,P1,nativo,0.8044,153.83,0.9049,6696.89
ptx1_5_png.rf.5e7WIfGslbrzFPCuSHDZ.png,train,SKOV,0,P1|PTX|F5,P1,nativo,0.95309,230.94,1.0523,14330.24
D4 24H 1_png.rf.l74W6BtAd1h2vbDdLYa7.png,test,HUVEC,24,Migração (PET e PEP) n3 - RAW||None||D4,Migração (PET e PEP) n3 - RAW,nativo,0.63294,21.72,0.6771,467.25
D4 24H 1_png.rf.4NmTRoRHXyugKUw10i8s.png,test,HUVEC,24,Migração (PET e PEP) n1 - RAW||PEP + NEB 5uM||D4,Migração (PET e PEP) n1 - RAW,nativo,0.70456,40.44,0.7027,1767.61
D4 24H 1_png.rf.LYHwLpivhcwZEPvlr0jZ.png,train,HUVEC,24,Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D4,Migração (PET e PEP) n2 - RAW,nativo,0.58233,70.1,0.7014,1253.35
D3 0H 1_png.rf.yjPUyWDnVzgaKohQ1S6l.png,val,HUVEC,0,Migração (PET e PEP) n3 - RAW||None||D3,Migração (PET e PEP) n3 - RAW,nativo,0.65508,94.9,0.8122,2922.44
D3 0H 1_png.rf.jWsUip53LaCF4OaEEFcb.png,test,HUVEC,0,Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D3,Migração (PET e PEP) n2 - RAW,nativo,0.58955,88.69,0.8524,861.66
D3 0H 1_png.rf.b1sSavdi7Hd62AjZzMXH.png,train,HUVEC,0,Migração (PET e PEP) n1 - RAW||PEP + NEB 5uM||D3,Migração (PET e PEP) n1 - RAW,nativo,0.7303,71.3,1.2458,3118.15
75ug+ptx1_3_png.rf.IcEKL4ZipsbcvBf9x2iH.png,train,SKOV,0,P1|GEO+PTX|F3,P1,nativo,0.98123,236.9,0.9505,14111.25
75ug+ptx2_4_png.rf.N3lZqZpjOb6amiXbUGPo.png,train,SKOV,0,P1|GEO+PTX|F9,P1,nativo,0.96011,294.85,0.9217,14384.98
75ug+ptx2_5_png.rf.SKN9uE4jbXSPHttCL7Fn.png,train,SKOV,0,P1|GEO+PTX|F10,P1,nativo,0.95669,251.94,1.0211,14108.5
75ug+ptx3_4_png.rf.IcAvoXcG34V8LoEG7Sik.png,train,SKOV,0,P1|GEO+PTX|F14,P1,nativo,0.97986,229.66,0.9633,14657.52
75ug+ptx2_2_png.rf.GCxTvubAoWABRjXmjDjX.png,train,SKOV,0,P1|GEO+PTX|F7,P1,nativo,0.97062,236.97,1.0148,13768.31
75geo3_5_png.rf.RzruoobW8Ib712laqLeg.png,val,SKOV,0,P1|GEO|F15,P1,nativo,0.98674,257.78,1.0617,15054.47
B2 0H 1_png.rf.QVDYxCAVBSgrpofFVEjh.png,train,HUVEC,0,Migração (PET e PEP) n3 - RAW||None||B2,Migração (PET e PEP) n3 - RAW,nativo,0.71622,77.98,0.5671,5068.36
B2 0H 1_png.rf.YrE4a3IJb8tbUo1hxHOL.png,val,HUVEC,0,Migração (PET e PEP) n2 - RAW||PEP + NEB 1uM||B2,Migração (PET e PEP) n2 - RAW,nativo,0.7098,25.57,0.8386,3895.32
B3 0H 2_png.rf.QrVPpwk8bLI8oOafOqxw.png,train,HUVEC,0,Migração (PET e PEP) n3 - RAW||None||B3,Migração (PET e PEP) n3 - RAW,nativo,0.65547,33.15,0.7439,836.54
B3 0H 2_png.rf.f395RxYLVfCR25kIWk9V.png,train,HUVEC,0,Migração (PET e PEP) n1 - RAW||PEP||B3,Migração (PET e PEP) n1 - RAW,nativo,0.81617,130.39,0.9753,7095.41
B3 0H 2_png.rf.qkQ8oAXFHv0sxBmtvOUJ.png,train,HUVEC,0,Migração (PET e PEP) n2 - RAW||PEP + NEB 5uM||B3,Migração (PET e PEP) n2 - RAW,nativo,0.76476,121.18,0.7691,5629.72
B3 0H 2_png.rf.I7y6fugB4J3nkiJ2BnxH.png,val,HUVEC,0,LUIS RAW||PEP+GB||B3,LUIS RAW,nativo,0.70609,506.82,0.8021,4739.98
C1 0H 1_png.rf.RI1ESfJsvQUUFGL0s8eu.png,val,HUVEC,0,Migração (PET e PEP) n3 - RAW||None||C1,Migração (PET e PEP) n3 - RAW,nativo,0.64166,79.27,0.6965,2734.49
C1 0H 1_png.rf.g4HgRdp03wzPfFdqyUh3.png,val,HUVEC,0,Migração (PET e PEP) n2 - RAW||PET||C1,Migração (PET e PEP) n2 - RAW,nativo,0.62756,204.16,0.8353,2490.77
C1 0H 1_png.rf.40FBeyD3EEz7TwI3PZJk.png,train,HUVEC,0,LUIS RAW||PET||C1,LUIS RAW,nativo,0.70748,368.39,0.763,4359.02
C2 0H 2_png.rf.UwqdmZv3ntAvzn8IikTc.png,val,HUVEC,0,Migração (PET e PEP) n3 - RAW||None||C2,Migração (PET e PEP) n3 - RAW,nativo,0.72348,57.67,0.6098,3932.94
C2 0H 2_png.rf.Y2RsiA1AXARyJEXkVIUC.png,train,HUVEC,0,Migração (PET e PEP) n2 - RAW||PET||C2,Migração (PET e PEP) n2 - RAW,nativo,0.73096,74.9,0.8352,3272.37
B5 12H 2_png.rf.nn4g84NcZPLWXbKG2VPU.png,val,HUVEC,12,LUIS RAW||PEP||B5,LUIS RAW,nativo,0.78512,210.7,0.9027,6317.56
B5 12H 2_png.rf.nYYzQ0IVdWzjIE93TQVB.png,train,HUVEC,12,Migração (PET e PEP) n1 - RAW||PEP||B5,Migração (PET e PEP) n1 - RAW,nativo,0.64612,56.16,0.6526,1450.67
Snap-22_92_png.rf.F9B8iIX7XdfGxT454Uyl.png,train,SKOV,24,P2|CARBO|F7,P2,nativo,0.86134,62.53,0.9424,8942.67
Snap-22_121_png.rf.4Zd3SMsh9JTMlsxulPWv.png,train,SKOV,48,P1|PTX|F6,P1,nativo,0.86875,391.17,0.9105,7890.56
Snap-22_47_png.rf.goBhEPZmqBfPgEE2CLWx.png,train,SKOV,48,P2|CARBO|F6,P2,nativo,0.795,80.31,0.9504,8221.15
Snap-22_274_png.rf.xQYr65FKGdk7yTT9LTTR.png,train,SKOV,72,P1|GEO|F2,P1,nativo,0.77441,284.61,0.9319,5432.84
Snap-22_png.rf.zjKkhyXwllP02ve3rmYE.png,train,SKOV,0,P2|CARBO|F6,P2,nativo,0.90422,145.18,0.817,12379.15
Snap-22_181_png.rf.zpr2WVVOlPR2Tqafq1RE.png,train,SKOV,24,P1|PTX|F6,P1,nativo,0.87257,139.81,0.9368,11400.45
Snap-24_125_png.rf.8bLo1h7ToplIJ7tet6Th.png,train,SKOV,48,P1|PTX|F8,P1,nativo,0.86663,245.89,0.9026,10013.99
Snap-24_png.rf.hueodPGU9icd7QmEArCe.png,train,SKOV,0,P2|CARBO|F8,P2,nativo,0.87716,98.37,0.809,10631.07
Snap-24_51_png.rf.Wgg78LykMI1DoKAeqOy4.png,train,SKOV,48,P2|CARBO|F8,P2,nativo,0.81386,84.76,0.9156,7062.32
Snap-24_96_png.rf.s6DeTIAvmh6iZiaYgj4W.png,test,SKOV,24,P2|CARBO|F9,P2,nativo,0.84267,88.46,0.8871,9958.06
Snap-24_279_png.rf.zdt5pR8v2pQwJ2i4ix6P.png,train,SKOV,72,P1|GEO|F4,P1,nativo,0.80466,252.97,0.9977,5782.22
Snap-24_185_png.rf.id0eOvbOlN7Sgpvw3g9K.png,train,SKOV,24,P1|PTX|F8,P1,nativo,0.86861,99.2,0.8984,11497.77
B4 0H 2_png.rf.fifsiXXgXeSxEnoNdxAa.png,train,HUVEC,0,Migração (PET e PEP) n1 - RAW||PEP||B4,Migração (PET e PEP) n1 - RAW,nativo,0.64326,30.85,0.9904,793.82
B4 0H 2_png.rf.Obm6iHfD9YqIMfaIi7jC.png,train,HUVEC,0,Migração (PET e PEP) n3 - RAW||None||B4,Migração (PET e PEP) n3 - RAW,nativo,0.73319,83.07,0.7252,5163.17
B4 0H 2_png.rf.f3SBJYc893OVfpUHLeb7.png,val,HUVEC,0,Migração (PET e PEP) n2 - RAW||PEP + NEB 5uM||B4,Migração (PET e PEP) n2 - RAW,nativo,0.78966,101.04,1.0733,5419.84
B4 0H 2_png.rf.rXION3PvUG9p2y5KH5ZG.png,test,HUVEC,0,LUIS RAW||PEP+MCC||B4,LUIS RAW,nativo,0.74051,585.84,0.8837,5755.81
D1 0H 2_png.rf.jUT312N8lU7n2aO1Z7bp.png,train,HUVEC,0,LUIS RAW||PET||D1,LUIS RAW,nativo,0.74517,414.73,0.7584,6657.28
D1 0H 2_png.rf.In3g26PLvIPVilZ9guvK.png,test,HUVEC,0,Migração (PET e PEP) n3 - RAW||None||D1,Migração (PET e PEP) n3 - RAW,nativo,0.68005,86.28,0.858,2630.3
D1 0H 2_png.rf.vQjYicMYCPjmiZ6t9wzR.png,train,HUVEC,0,Migração (PET e PEP) n2 - RAW||PET + NEB 1uM||D1,Migração (PET e PEP) n2 - RAW,nativo,0.68466,122.74,0.7614,3136.77
A8 12H 2_png.rf.iwAAm3aDnFW8KsAeSu6J.png,train,HUVEC,12,LUIS RAW||PEP+MCC||A8,LUIS RAW,nativo,0.77906,262.68,0.9245,7586.17
D3 24H 1_png.rf.OIhLrRxOSOtuNUqMevUJ.png,train,HUVEC,24,Migração (PET e PEP) n1 - RAW||PEP + NEB 5uM||D3,Migração (PET e PEP) n1 - RAW,nativo,0.64813,32.71,0.7202,2049.7
D3 24H 1_png.rf.eCkpgZ7lBRFTxvkfGeDK.png,val,HUVEC,24,Migração (PET e PEP) n3 - RAW||None||D3,Migração (PET e PEP) n3 - RAW,nativo,0.62087,27.26,0.6812,393.93
D3 24H 1_png.rf.lgES3xZvT7KoszPGhV44.png,test,HUVEC,24,Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D3,Migração (PET e PEP) n2 - RAW,nativo,0.6498,57.24,0.6492,2648.22
D4 24H 2_png.rf.RklTkqfkG2jxmrJIVlDw.png,test,HUVEC,24,Migração (PET e PEP) n1 - RAW||PEP + NEB 5uM||D4,Migração (PET e PEP) n1 - RAW,nativo,0.5689,55.56,0.7252,364.76
D4 24H 2_png.rf.bXNtPd8AhEwgaAh3hG1b.png,train,HUVEC,24,Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D4,Migração (PET e PEP) n2 - RAW,nativo,0.65117,57.23,0.9851,2179.4
Snap-47_267_png.rf.97cMYlFczNhQv3UX19fR.png,val,SKOV,72,P1|GEO+PTX|F12,P1,nativo,0.83985,228.51,0.9387,8083.08
Snap-47_219_png.rf.tXiQQL4hg3VyVt8yhPHg.png,test,SKOV,24,P1|GEO+PTX|F1,P1,nativo,0.83372,165.8,0.9778,10348.35
Snap-47_png.rf.4IcA4CJVTVvxJv2QbhQ9.png,val,SKOV,0,P2|CARBO+GEO|F1,P2,nativo,0.87666,222.46,0.8155,11469.65
Snap-47_10_png.rf.82JBOB2C6eUM9hqcxY2g.png,val,SKOV,48,P2|CARBO+GEO|F1,P2,nativo,0.77943,117.0,0.9344,7151.95
Snap-47_115_png.rf.AwDB0H3rugMK2ImzBgZw.png,val,SKOV,24,P2|CARBO+GEO|F1,P2,nativo,0.77591,257.74,0.9202,6759.45
Snap-47_159_png.rf.iWHwHxKcpvJIH7RHtxRu.png,test,SKOV,48,P1|GEO+PTX|F1,P1,nativo,0.83165,169.76,0.9671,8691.11
75ug+ptx1_2_png.rf.miBH5V5VEGJZEqXxEWPw.png,train,SKOV,0,P1|GEO+PTX|F2,P1,nativo,0.91817,201.57,1.0186,13104.87
