arquivo_b,stem_normalizado,linha_celular,timepoint_h,arquivo_a,pasta_a,group_key,lote,well,tratamento,estrato,excluida,resolucao,split_key,partition
A3 0H 1_png.rf.yPTg0IPNv7ljio0JDYZp.png,a3 0h 1,HUVEC,0,A3 0H 1 (2).tiff,HUVEC/0h,Migração (PET e PEP) n2 - RAW||PEP||A3,Migração (PET e PEP) n2 - RAW,A3,PEP,HUVEC|PEP,,ok_hash,Migração (PET e PEP) n2 - RAW||PEP||A3,train
E7 8H 2_png.rf.hLyWTNk9OoU7ZNBzFrnm.png,e7 8h 2,HUVEC,8,E7 8H 2.tiff,HUVEC/8h,LUIS RAW||PEP+MCC||E7,LUIS RAW,E7,PEP+MCC,HUVEC|PEP+MCC,,ok_hash,LUIS RAW||PEP+MCC||E7,train
A6 8H 1_png.rf.0Ed4k50VKrxz80UdTuUb.png,a6 8h 1,HUVEC,8,A6 8H 1.tiff,HUVEC/8h,LUIS RAW||PEP+MET3||A6,LUIS RAW,A6,PEP+MET3,HUVEC|PEP+MET3,,ok_hash,LUIS RAW||PEP+MET3||A6,train
B7 8H 1_png.rf.lBFggiIcKNjlvkxM2hRK.png,b7 8h 1,HUVEC,8,B7 8H 1.tiff,HUVEC/8h,LUIS RAW||PEP+GB||B7,LUIS RAW,B7,PEP+GB,HUVEC|PEP+GB,,ok_hash,LUIS RAW||PEP+GB||B7,val
E1 12H 1_png.rf.MXhOPdUnNbYD4WTRbftP.png,e1 12h 1,HUVEC,12,E1 12H 1.tiff,HUVEC/12h,LUIS RAW||PEP||E1,LUIS RAW,E1,PEP,HUVEC|PEP,,ok_hash,LUIS RAW||PEP||E1,train
E5 0H 1_png.rf.1vQjKt50QZjN64Psv9NT.png,e5 0h 1,HUVEC,0,E5 0H 1 (2).tiff,HUVEC/0h,Migração (PET e PEP) n1 - RAW||PET||E5,Migração (PET e PEP) n1 - RAW,E5,PET,HUVEC|PET,,ok_hash,Migração (PET e PEP) n1 - RAW||PET||E5,test
E5 0H 1_png.rf.yqnlcPCi4sN1IZNgGJZF.png,e5 0h 1,HUVEC,0,E5 0H 1.tiff,HUVEC/0h,LUIS RAW||PEP+GB||E5,LUIS RAW,E5,PEP+GB,HUVEC|PEP+GB,,ok_hash,LUIS RAW||PEP+GB||E5,train
C3 24H 2_png.rf.28tWjp0UrmmsCvlzDtvg.png,c3 24h 2,HUVEC,24,C3 24H 2.tiff,HUVEC/24h,Migração (PET e PEP) n1 - RAW||PEP + NEB 1uM||C3,Migração (PET e PEP) n1 - RAW,C3,PEP + NEB 1uM,HUVEC|PEP + NEB 1uM,,ok_hash,Migração (PET e PEP) n1 - RAW||PEP + NEB 1uM||C3,val
C3 24H 2_png.rf.1wSY2UkYqgHSdnWl4F25.png,c3 24h 2,HUVEC,24,C3 24H 2 (3).tiff,HUVEC/24h,Migração (PET e PEP) n3 - RAW||None||C3,Migração (PET e PEP) n3 - RAW,C3,None,HUVEC|None,,ok_hash,Migração (PET e PEP) n3 - RAW||None||C3,train
C3 24H 2_png.rf.OVnzFMX0yCURjr7b0E0V.png,c3 24h 2,HUVEC,24,C3 24H 2 (2).tiff,HUVEC/24h,Migração (PET e PEP) n2 - RAW||PET||C3,Migração (PET e PEP) n2 - RAW,C3,PET,HUVEC|PET,,ok_hash,Migração (PET e PEP) n2 - RAW||PET||C3,test
E5 24H 2_png.rf.6vTK4uKSq2so4Qygh6pa.png,e5 24h 2,HUVEC,24,E5 24H 2 (2).tiff,HUVEC/24h,Migração (PET e PEP) n1 - RAW||PET||E5,Migração (PET e PEP) n1 - RAW,E5,PET,HUVEC|PET,,ok_hash,Migração (PET e PEP) n1 - RAW||PET||E5,test
E5 24H 2_png.rf.fcYsl0fEP4LX8ywk9lvr.png,e5 24h 2,HUVEC,24,E5 24H 2.tiff,HUVEC/24h,LUIS RAW||PEP+GB||E5,LUIS RAW,E5,PEP+GB,HUVEC|PEP+GB,,ok_hash,LUIS RAW||PEP+GB||E5,train
A6 0HR 1_png.rf.pklUjEh23onboVeWaw4x.png,a6 0hr 1,HUVEC,0,A6 0HR 1 (2).tiff,HUVEC/0h,Originais (1)||None||A6,Originais (1),A6,None,HUVEC|None,,ok_hash,SHARED__A6,train
A6 0HR 1_png.rf.8JKmt3fFlm2xNDphYqOO.png,a6 0hr 1,HUVEC,0,A6 0HR 1.tiff,HUVEC/0h,originais||None||A6,originais,A6,None,HUVEC|None,,ok_hash,SHARED__A6,train
B7 12H 2_png.rf.m99XnRmyLF7wLmP2Pgs0.png,b7 12h 2,HUVEC,12,B7 12H 2.tiff,HUVEC/12h,LUIS RAW||PEP+GB||B7,LUIS RAW,B7,PEP+GB,HUVEC|PEP+GB,,ok_hash,LUIS RAW||PEP+GB||B7,val
D8 8HR 1_png.rf.IJVQBws0SzQ90LsiLaCx.png,d8 8hr 1,HUVEC,8,D8 8HR 1.tiff,HUVEC/8h,originais||None||D8,originais,D8,None,HUVEC|None,,ok_hash,originais||None||D8,train
D1 0HR 1_png.rf.X95BBgcop2LdYBHvWj7G.png,d1 0hr 1,HUVEC,0,D1 0HR 1.tiff,HUVEC/0h,originais||None||D1,originais,D1,None,HUVEC|None,,ok_hash,SHARED__D1,train
D1 0HR 1_png.rf.pXGKiyw6dpCjGOogRcBS.png,d1 0hr 1,HUVEC,0,D1 0HR 1 (2).tiff,HUVEC/0h,Originais (1)||None||D1,Originais (1),D1,None,HUVEC|None,,ok_hash,SHARED__D1,train
A1 8HR 1_png.rf.VABkXkmpYjE9yLo5gSBX.png,a1 8hr 1,HUVEC,8,A1 8HR 1 (2).tiff,HUVEC/8h,Originais (1)||None||A1,Originais (1),A1,None,HUVEC|None,,ok_hash,SHARED__A1,test
A1 8HR 1_png.rf.7N4eAqgpqfPKb1eNWowl.png,a1 8hr 1,HUVEC,8,A1 8HR 1.tiff,HUVEC/8h,originais||None||A1,originais,A1,None,HUVEC|None,,ok_hash,SHARED__A1,test
C6 0HR 2_png.rf.zyNAR1CwDZpAV3QTNmAK.png,c6 0hr 2,HUVEC,0,C6 0HR 2.tiff,HUVEC/0h,Originais (1)||None||C6,Originais (1),C6,None,HUVEC|None,,ok_hash,Originais (1)||None||C6,val
E5 0H 2_png.rf.8p5NkHtrp3u9YOFn9tyS.png,e5 0h 2,HUVEC,0,E5 0H 2 (2).tiff,HUVEC/0h,Migração (PET e PEP) n1 - RAW||PET||E5,Migração (PET e PEP) n1 - RAW,E5,PET,HUVEC|PET,,ok_hash,Migração (PET e PEP) n1 - RAW||PET||E5,test
E5 0H 2_png.rf.7Z9jfrXhtVmhLQrXDviu.png,e5 0h 2,HUVEC,0,E5 0H 2.tiff,HUVEC/0h,LUIS RAW||PEP+GB||E5,LUIS RAW,E5,PEP+GB,HUVEC|PEP+GB,,ok_hash,LUIS RAW||PEP+GB||E5,train
A8 8HR 2_png.rf.Sl3eGhF0H3bFdH9ednkA.png,a8 8hr 2,HUVEC,8,A8 8HR 2 (2).tiff,HUVEC/8h,Originais (1)||None||A8,Originais (1),A8,None,HUVEC|None,,ok_hash,SHARED__A8,val
A8 8HR 2_png.rf.EJjkqscJBx39tXPg49pe.png,a8 8hr 2,HUVEC,8,A8 8HR 2.tiff,HUVEC/8h,originais||None||A8,originais,A8,None,HUVEC|None,,ok_hash,SHARED__A8,val
C2 0HR 1_png.rf.Yu3NwZ7ww6snJr7UM5dr.png,c2 0hr 1,HUVEC,0,C2 0HR 1.tiff,HUVEC/0h,Originais (1)||None||C2,Originais (1),C2,None,HUVEC|None,,ok_hash,Originais (1)||None||C2,train
C5 0HR 2_png.rf.RILXqlwl7sgu60wnNZj4.png,c5 0hr 2,HUVEC,0,C5 0HR 2.tiff,HUVEC/0h,Originais (1)||None||C5,Originais (1),C5,None,HUVEC|None,,ok_hash,Originais (1)||None||C5,train
D3 0HR 1_png.rf.UTdVqreVFkXPnGSBUDx1.png,d3 0hr 1,HUVEC,0,D3 0HR 1 (2).tiff,HUVEC/0h,Originais (1)||None||D3,Originais (1),D3,None,HUVEC|None,,ok_hash,SHARED__D3,train
D3 0HR 1_png.rf.qw9FMyUJOaS44J6sP1Ql.png,d3 0hr 1,HUVEC,0,D3 0HR 1.tiff,HUVEC/0h,originais||None||D3,originais,D3,None,HUVEC|None,,ok_hash,SHARED__D3,train
A7 8HR 2_png.rf.XLvSf5YShAgMNDunOMd0.png,a7 8hr 2,HUVEC,8,A7 8HR 2 (2).tiff,HUVEC/8h,Originais (1)||None||A7,Originais (1),A7,None,HUVEC|None,,ok_hash,SHARED__A7,train
A7 8HR 2_png.rf.dobLaJPosWiABykLZnGP.png,a7 8hr 2,HUVEC,8,A7 8HR 2.tiff,HUVEC/8h,originais||None||A7,originais,A7,None,HUVEC|None,,ok_hash,SHARED__A7,train
A6 0HR 2_png.rf.JMN4V6CmL5NKT47K3mPk.png,a6 0hr 2,HUVEC,0,A6 0HR 2 (2).tiff,HUVEC/0h,Originais (1)||None||A6,Originais (1),A6,None,HUVEC|None,,ok_hash,SHARED__A6,train
A6 0HR 2_png.rf.U8U5IbHwqCKRxWcOiaKk.png,a6 0hr 2,HUVEC,0,A6 0HR 2.tiff,HUVEC/0h,originais||None||A6,originais,A6,None,HUVEC|None,,ok_hash,SHARED__A6,train
C3 0HR 2_png.rf.fB58mPGwNgzpEsam8ilX.png,c3 0hr 2,HUVEC,0,C3 0HR 2.tiff,HUVEC/0h,Originais (1)||None||C3,Originais (1),C3,None,HUVEC|None,,ok_hash,Originais (1)||None||C3,train
D2 0HR 2_png.rf.hkAX0DMAdAmUUEg8u8ih.png,d2 0hr 2,HUVEC,0,D2 0HR 2 (2).tiff,HUVEC/0h,Originais (1)||None||D2,Originais (1),D2,None,HUVEC|None,,ok_hash,SHARED__D2,train
D2 0HR 2_png.rf.VDReyc4tQ21pFdV55mR5.png,d2 0hr 2,HUVEC,0,D2 0HR 2.tiff,HUVEC/0h,originais||None||D2,originais,D2,None,HUVEC|None,,ok_hash,SHARED__D2,train
C1 0HR 1_png.rf.io0V83H2okswSGviYmJX.png,c1 0hr 1,HUVEC,0,C1 0HR 1.tiff,HUVEC/0h,Originais (1)||None||C1,Originais (1),C1,None,HUVEC|None,,ok_hash,Originais (1)||None||C1,val
B1 24H 1_png.rf.0deSBQxLbdnRzJ0lo2os.png,b1 24h 1,HUVEC,24,B1 24H 1 (3).tiff,HUVEC/24h,Migração (PET e PEP) n3 - RAW||None||B1,Migração (PET e PEP) n3 - RAW,B1,None,HUVEC|None,,ok_hash,Migração (PET e PEP) n3 - RAW||None||B1,train
B1 24H 1_png.rf.GJ99b6zJDkCcdldeprAL.png,b1 24h 1,HUVEC,24,B1 24H 1 (2).tiff,HUVEC/24h,Migração (PET e PEP) n2 - RAW||PEP + NEB 1uM||B1,Migração (PET e PEP) n2 - RAW,B1,PEP + NEB 1uM,HUVEC|PEP + NEB 1uM,,ok_hash,Migração (PET e PEP) n2 - RAW||PEP + NEB 1uM||B1,test
B1 24H 1_png.rf.HqYokt9sZNbgk1oXPrdr.png,b1 24h 1,HUVEC,24,B1 24H 1.tiff,HUVEC/24h,LUIS RAW||PEP||B1,LUIS RAW,B1,PEP,HUVEC|PEP,,ok_hash,LUIS RAW||PEP||B1,train
A7 0HR 2_png.rf.0uB1uwLgRUfuU7JqF0kR.png,a7 0hr 2,HUVEC,0,A7 0HR 2.tiff,HUVEC/0h,originais||None||A7,originais,A7,None,HUVEC|None,,ok_hash,SHARED__A7,train
A7 0HR 2_png.rf.vAp3lFd9w8FX4VCJhMZl.png,a7 0hr 2,HUVEC,0,A7 0HR 2 (2).tiff,HUVEC/0h,Originais (1)||None||A7,Originais (1),A7,None,HUVEC|None,,ok_hash,SHARED__A7,train
D2 24H 1_png.rf.3dVBVsdA0iITfaZ15lQH.png,d2 24h 1,HUVEC,24,D2 24H 1 (2).tiff,HUVEC/24h,Migração (PET e PEP) n3 - RAW||None||D2,Migração (PET e PEP) n3 - RAW,D2,None,HUVEC|None,,ok_hash,Migração (PET e PEP) n3 - RAW||None||D2,test
D2 24H 1_png.rf.Bc0RVmhmtihtWRrOu3Sx.png,d2 24h 1,HUVEC,24,D2 24H 1.tiff,HUVEC/24h,Migração (PET e PEP) n2 - RAW||PET + NEB 1uM||D2,Migração (PET e PEP) n2 - RAW,D2,PET + NEB 1uM,HUVEC|PET + NEB 1uM,,ok_hash,Migração (PET e PEP) n2 - RAW||PET + NEB 1uM||D2,test
D4 12HR 2_png.rf.3mHz6QXfVp3bYuBorSyN.png,d4 12hr 2,HUVEC,12,D4 12HR 2.tiff,HUVEC/12h,originais||None||D4,originais,D4,None,HUVEC|None,,ok_hash,originais||None||D4,train
B1 24HR 1_png.rf.ZOXgAwm7pCyA0PxFBFkk.png,b1 24hr 1,HUVEC,24,,,Controle+Saudavel||None||B1,Controle+Saudavel,B1,None,HUVEC|None,,ok_nome_norm,Controle+Saudavel||None||B1,test
B1 24hr 1_png.rf.wZriPsVdQe9B1XYh0ypQ.png,b1 24hr 1,HUVEC,24,B1 24hr 1.tiff,HUVEC/24h,Controle+Saudavel||None||B1,Controle+Saudavel,B1,None,HUVEC|None,,ok_hash,Controle+Saudavel||None||B1,test
A4 24h 1_png.rf.33dy4hIcNF63XsaZetPY.png,a4 24h 1,HUVEC,24,A4 24h 1.tiff,HUVEC/24h,Controle+Saudavel||None||A4,Controle+Saudavel,A4,None,HUVEC|None,,ok_hash,Controle+Saudavel||None||A4,train
A4 24H 1_png.rf.gJwCrLc590rY2WH4Ned6.png,a4 24h 1,HUVEC,24,A4 24H 1 (2).tiff,HUVEC/24h,LUIS RAW||PEP+MCC||A4,LUIS RAW,A4,PEP+MCC,HUVEC|PEP+MCC,,ok_hash,LUIS RAW||PEP+MCC||A4,val
B1 24 1_png.rf.4kESSl903ETfZ8RacXmq.png,b1 24 1,HUVEC,24,B1 24 1.tiff,HUVEC/24h,Pré-Eclâmpsia||None||B1,Pré-Eclâmpsia,B1,None,HUVEC|None,,ok_hash,Pré-Eclâmpsia||None||B1,train
B6 24HR 2_png.rf.JjCpIX0SSKPtprUC1AUV.png,b6 24hr 2,HUVEC,24,B6 24HR 2.tiff,HUVEC/24h,originais||None||B6,originais,B6,None,HUVEC|None,,ok_hash,SHARED__B6,train
D5 12HR 2_png.rf.R9D5BB9IshtABWWWswKd.png,d5 12hr 2,HUVEC,12,D5 12HR 2.tiff,HUVEC/12h,originais||None||D5,originais,D5,None,HUVEC|None,,ok_hash,originais||None||D5,train
A2 24HR 1_png.rf.Ui49cupMaTI531NWJK6R.png,a2 24hr 1,HUVEC,24,A2 24HR 1.tiff,HUVEC/24h,originais||None||A2,originais,A2,None,HUVEC|None,,ok_hash,SHARED__A2,val
A2 24HR 1_png.rf.zHEN1vEwcIUcwRWJIw0w.png,a2 24hr 1,HUVEC,24,A2 24HR 1 (2).tiff,HUVEC/24h,Originais (1)||None||A2,Originais (1),A2,None,HUVEC|None,,ok_hash,SHARED__A2,val
B3 24HR 2_png.rf.KdQdPqIplBH5LttSEuYM.png,b3 24hr 2,HUVEC,24,B3 24HR 2.tiff,HUVEC/24h,originais||None||B3,originais,B3,None,HUVEC|None,,ok_hash,SHARED__B3,train
D7 12HR 2_png.rf.Mx3Pfn3ormlryV7b2yzz.png,d7 12hr 2,HUVEC,12,D7 12HR 2.tiff,HUVEC/12h,originais||None||D7,originais,D7,None,HUVEC|None,,ok_hash,originais||None||D7,val
B4 12hr 1_png.rf.67F2wb5gCj5GQZg22JeL.png,b4 12hr 1,HUVEC,12,B4 12hr 1.tiff,HUVEC/12h,Pré-Eclâmpsia||None||B4,Pré-Eclâmpsia,B4,None,HUVEC|None,,ok_hash,Pré-Eclâmpsia||None||B4,train
B4 12HR 1_png.rf.KaR1X3qveVurnKSmeOz8.png,b4 12hr 1,HUVEC,12,,,Pré-Eclâmpsia||None||B4,Pré-Eclâmpsia,B4,None,HUVEC|None,,ok_nome_norm,Pré-Eclâmpsia||None||B4,train
B4 12HR 1_png.rf.guNhxNPcFlti4hUxkpql.png,b4 12hr 1,HUVEC,12,B4 12HR 1 (2).tiff,HUVEC/12h,Originais (1)||None||B4,Originais (1),B4,None,HUVEC|None,,ok_hash,SHARED__B4,train
B4 12hr 2_png.rf.6MFKtv79wCTIK0YDsTYm.png,b4 12hr 2,HUVEC,12,B4 12hr 2.tiff,HUVEC/12h,Controle+Saudavel||None||B4,Controle+Saudavel,B4,None,HUVEC|None,,ok_hash,Controle+Saudavel||None||B4,train
B4 12HR 2_png.rf.T9zwB1CKrAIJWPxFGcE5.png,b4 12hr 2,HUVEC,12,,,Controle+Saudavel||None||B4,Controle+Saudavel,B4,None,HUVEC|None,,ok_nome_norm,Controle+Saudavel||None||B4,train
B4 12HR 2_png.rf.jxZ0dYKAVdNPmJQFPifR.png,b4 12hr 2,HUVEC,12,B4 12HR 2 (2).tiff,HUVEC/12h,Originais (1)||None||B4,Originais (1),B4,None,HUVEC|None,,ok_hash,SHARED__B4,train
B6 24h 1_png.rf.HqRokqEzDfBP5O3ZtezT.png,b6 24h 1,HUVEC,24,,,Pré-Eclâmpsia||None||B6,Pré-Eclâmpsia,B6,None,HUVEC|None,,ok_nome_norm,Pré-Eclâmpsia||None||B6,train
B6 24H 1_png.rf.j9lG9KfzRzSXyhye5PlS.png,b6 24h 1,HUVEC,24,B6 24H 1 (3).tiff,HUVEC/24h,Migração (PET e PEP) n1 - RAW||PET + NEB 1uM||B6,Migração (PET e PEP) n1 - RAW,B6,PET + NEB 1uM,HUVEC|PET + NEB 1uM,,ok_hash,Migração (PET e PEP) n1 - RAW||PET + NEB 1uM||B6,train
B6 24h 1_png.rf.Mqv4F4d5b4AUQiStkAzE.png,b6 24h 1,HUVEC,24,B6 24h 1.tiff,HUVEC/24h,Pré-Eclâmpsia||None||B6,Pré-Eclâmpsia,B6,None,HUVEC|None,,ok_hash,Pré-Eclâmpsia||None||B6,train
B6 24H 1_png.rf.z1gnHGqIpgOdff4cmlwF.png,b6 24h 1,HUVEC,24,B6 24H 1 (2).tiff,HUVEC/24h,LUIS RAW||PEP+MET3||B6,LUIS RAW,B6,PEP+MET3,HUVEC|PEP+MET3,,ok_hash,LUIS RAW||PEP+MET3||B6,test
D3 12HR 2_png.rf.cc5ORiU1L0tYW9JwzMnT.png,d3 12hr 2,HUVEC,12,D3 12HR 2.tiff,HUVEC/12h,originais||None||D3,originais,D3,None,HUVEC|None,,ok_hash,SHARED__D3,train
D3 12HR 2_png.rf.nlwr0hPwCsrwhcGywwyF.png,d3 12hr 2,HUVEC,12,D3 12HR 2 (2).tiff,HUVEC/12h,Originais (1)||None||D3,Originais (1),D3,None,HUVEC|None,,ok_hash,SHARED__D3,train
D4 24HR 1_png.rf.ZeWox4g9WSQYjCRdF5Hj.png,d4 24hr 1,HUVEC,24,D4 24HR 1.tiff,HUVEC/24h,originais||None||D4,originais,D4,None,HUVEC|None,,ok_hash,originais||None||D4,train
D7 24HR 2_png.rf.XWVFfZxkpp5fMF6O9txt.png,d7 24hr 2,HUVEC,24,D7 24HR 2.tiff,HUVEC/24h,originais||None||D7,originais,D7,None,HUVEC|None,,ok_hash,originais||None||D7,val
C2 24H 2_png.rf.nK9nS1IZLcocNvwfcE7w.png,c2 24h 2,HUVEC,24,C2 24H 2 (2).tiff,HUVEC/24h,Migração (PET e PEP) n3 - RAW||None||C2,Migração (PET e PEP) n3 - RAW,C2,None,HUVEC|None,,ok_hash,Migração (PET e PEP) n3 - RAW||None||C2,val
C2 24H 2_png.rf.3iAkFoyGnnXiK0b7aJfO.png,c2 24h 2,HUVEC,24,C2 24H 2.tiff,HUVEC/24h,Migração (PET e PEP) n2 - RAW||PET||C2,Migração (PET e PEP) n2 - RAW,C2,PET,HUVEC|PET,,ok_hash,Migração (PET e PEP) n2 - RAW||PET||C2,train
B4 0HR 1_png.rf.vUKPySAwB6c4ma0fBFDE.png,b4 0hr 1,HUVEC,0,B4 0HR 1.tiff,HUVEC/0h,originais||None||B4,originais,B4,None,HUVEC|None,,ok_hash,SHARED__B4,train
B4 0HR 1_png.rf.Sr70U7YhZrmMlrGO89Iv.png,b4 0hr 1,HUVEC,0,B4 0HR 1 (2).tiff,HUVEC/0h,Originais (1)||None||B4,Originais (1),B4,None,HUVEC|None,,ok_hash,SHARED__B4,train
B6 8HR 1_png.rf.ezE4khDWYhT8i1EBIy2m.png,b6 8hr 1,HUVEC,8,B6 8HR 1 (2).tiff,HUVEC/8h,Originais (1)||None||B6,Originais (1),B6,None,HUVEC|None,,ok_hash,SHARED__B6,train
B6 8HR 1_png.rf.p2EJqFyR41XjsHo60u8I.png,b6 8hr 1,HUVEC,8,B6 8HR 1.tiff,HUVEC/8h,originais||None||B6,originais,B6,None,HUVEC|None,,ok_hash,SHARED__B6,train
Snap-15_60_png.rf.AUB9Da86Zc4f2GiWRpgF.png,snap-15,SKOV,24,Snap-15.tiff,SKOV/24h,P2|CT|F15,P2,F15,CT,P2|CT,,ok_hash,P2|CT|F15,train
Snap-15_134_png.rf.PT0eio2SodTEch0Oowqe.png,snap-15,SKOV,48,Snap-15 (2).tiff,SKOV/48h,P1|CT|F15,P1,F15,CT,P1|CT,,ok_hash,P1|CT|F15,train
Snap-15_194_png.rf.jyDxznPzUcDKPrXPinis.png,snap-15,SKOV,24,Snap-15 (2).tiff,SKOV/24h,P1|CT|F14,P1,F14,CT,P1|CT,,ok_hash,P1|CT|F14,train
Snap-15_15_png.rf.oEkUKHxOZ7qcBLxMlF5e.png,snap-15,SKOV,48,Snap-15.tiff,SKOV/48h,P2|CT|F15,P2,F15,CT,P2|CT,,ok_hash,P2|CT|F15,train
Snap-15_png.rf.QpISbBkKeIMbu6a2p8wX.png,snap-15,SKOV,0,Snap-15.tiff,SKOV/0h,P2|CT|F14,P2,F14,CT,P2|CT,,ok_hash,P2|CT|F14,train
Snap-19_png.rf.54NjFnaveSX8V7dKaXCe.png,snap-19,SKOV,0,Snap-19.tiff,SKOV/0h,P2|CARBO|F3,P2,F3,CARBO,P2|CARBO,,ok_hash,P2|CARBO|F3,val
Snap-19_179_png.rf.LbI9UqUYPM9MI69fTMLd.png,snap-19,SKOV,24,Snap-19 (2).tiff,SKOV/24h,P1|PTX|F3,P1,F3,PTX,P1|PTX,,ok_hash,P1|PTX|F3,val
Snap-19_45_png.rf.h26s2hEWJo5PGBPNWzbv.png,snap-19,SKOV,48,Snap-19.tiff,SKOV/48h,P2|CARBO|F3,P2,F3,CARBO,P2|CARBO,,ok_hash,P2|CARBO|F3,val
Snap-19_119_png.rf.rL8vPl5ijPVO0I4eyA1W.png,snap-19,SKOV,48,Snap-19 (2).tiff,SKOV/48h,P1|PTX|F3,P1,F3,PTX,P1|PTX,,ok_hash,P1|PTX|F3,val
Snap-19_90_png.rf.LTW9T6mUiyeyn573QLTY.png,snap-19,SKOV,24,Snap-19.tiff,SKOV/24h,P2|CARBO|F4,P2,F4,CARBO,P2|CARBO,,ok_hash,P2|CARBO|F4,train
Snap-20_png.rf.CTNy3Rv16m36Khsp3xJc.png,snap-20,SKOV,0,Snap-20.tiff,SKOV/0h,P2|CARBO|F4,P2,F4,CARBO,P2|CARBO,,ok_hash,P2|CARBO|F4,train
Snap-20_133_png.rf.wotHCE8IfJ6UYBmxNc4i.png,snap-20,SKOV,48,Snap-20 (2).tiff,SKOV/48h,P1|PTX|F4,P1,F4,PTX,P1|PTX,,ok_hash,P1|PTX|F4,train
Snap-20_59_png.rf.cuUsjVgyqu6QpoUYSKTl.png,snap-20,SKOV,48,Snap-20.tiff,SKOV/48h,P2|CARBO|F4,P2,F4,CARBO,P2|CARBO,,ok_hash,P2|CARBO|F4,train
Snap-20_193_png.rf.OGPjmr6AN3p8v8qf5RaD.png,snap-20,SKOV,24,Snap-20 (2).tiff,SKOV/24h,P1|PTX|F4,P1,F4,PTX,P1|PTX,,ok_hash,P1|PTX|F4,train
Snap-20_104_png.rf.lu9wLu7mqVxquLAseXNa.png,snap-20,SKOV,24,Snap-20.tiff,SKOV/24h,P2|CARBO|F5,P2,F5,CARBO,P2|CARBO,,ok_hash,P2|CARBO|F5,train
A1 8HR 2_png.rf.bvjlWbubzYS3fVyOKsCU.png,a1 8hr 2,HUVEC,8,A1 8HR 2 (2).tiff,HUVEC/8h,Originais (1)||None||A1,Originais (1),A1,None,HUVEC|None,,ok_hash,SHARED__A1,test
A1 8HR 2_png.rf.emd32984S6mQhEIM0RXU.png,a1 8hr 2,HUVEC,8,A1 8HR 2.tiff,HUVEC/8h,originais||None||A1,originais,A1,None,HUVEC|None,,ok_hash,SHARED__A1,test
Snap-17_102_png.rf.L35h25Y208weJrkXRPl5.png,snap-17,SKOV,24,Snap-17.tiff,SKOV/24h,P2|CARBO|F2,P2,F2,CARBO,P2|CARBO,,ok_hash,P2|CARBO|F2,train
Snap-17_191_png.rf.VaUfcjat6tcky3mpq2eY.png,snap-17,SKOV,24,Snap-17 (2).tiff,SKOV/24h,P1|PTX|F1,P1,F1,PTX,P1|PTX,,ok_hash,P1|PTX|F1,test
Snap-17_57_png.rf.eHlOfkRwkZdoOjiE6Mxj.png,snap-17,SKOV,48,Snap-17.tiff,SKOV/48h,P2|CARBO|F1,P2,F1,CARBO,P2|CARBO,,ok_hash,P2|CARBO|F1,test
Snap-17_131_png.rf.w04wolCzNfH78hvtq37N.png,snap-17,SKOV,48,Snap-17 (2).tiff,SKOV/48h,P1|PTX|F1,P1,F1,PTX,P1|PTX,,ok_hash,P1|PTX|F1,test
Snap-17_png.rf.wQPtTYXFL94gKLen5q7D.png,snap-17,SKOV,0,Snap-17.tiff,SKOV/0h,P2|CARBO|F1,P2,F1,CARBO,P2|CARBO,,ok_hash,P2|CARBO|F1,test
Snap-17_252_png.rf.bulki6Z5lbUSEa4uMo6D.png,snap-17,SKOV,72,Snap-17.tiff,SKOV/72h,P1|PTX|F12,P1,F12,PTX,P1|PTX,,ok_hash,P1|PTX|F12,train
E1 8H 2_png.rf.5qtx5quA0obTJbOUZCxP.png,e1 8h 2,HUVEC,8,E1 8H 2.tiff,HUVEC/8h,LUIS RAW||PEP||E1,LUIS RAW,E1,PEP,HUVEC|PEP,,ok_hash,LUIS RAW||PEP||E1,train
E1 8H 1_png.rf.8l6bvVJjLSjiFIlOhJkG.png,e1 8h 1,HUVEC,8,E1 8H 1.tiff,HUVEC/8h,LUIS RAW||PEP||E1,LUIS RAW,E1,PEP,HUVEC|PEP,,ok_hash,LUIS RAW||PEP||E1,train
E2 8H 2_png.rf.A1FxKlPrQIHjZQ9mdCtD.png,e2 8h 2,HUVEC,8,E2 8H 2.tiff,HUVEC/8h,LUIS RAW||PEP||E2,LUIS RAW,E2,PEP,HUVEC|PEP,,ok_hash,LUIS RAW||PEP||E2,train
B4 24HR 2_png.rf.MNt9ujzb7mPjEN7Zxr8a.png,b4 24hr 2,HUVEC,24,B4 24HR 2.tiff,HUVEC/24h,originais||None||B4,originais,B4,None,HUVEC|None,,ok_hash,SHARED__B4,train
B4 24HR 2_png.rf.AY9pmWT2DlfnRIvRg3as.png,b4 24hr 2,HUVEC,24,B4 24HR 2 (2).tiff,HUVEC/24h,Originais (1)||None||B4,Originais (1),B4,None,HUVEC|None,,ok_hash,SHARED__B4,train
A6 8H 2_png.rf.8H5VYogwRaw3bc7Ufnp7.png,a6 8h 2,HUVEC,8,A6 8H 2.tiff,HUVEC/8h,LUIS RAW||PEP+MET3||A6,LUIS RAW,A6,PEP+MET3,HUVEC|PEP+MET3,,ok_hash,LUIS RAW||PEP+MET3||A6,train
