arquivo_b,stem_normalizado,arquivo_a,pasta_a,linha_celular,well_campo,timepoint_h,similaridade,margem_2o_melhor,status,experimento,tratamento,creation_dt,lote,trat_huvec,ctx_ambiguo
B1 24H 1_png.rf.GJ99b6zJDkCcdldeprAL.png,b1 24h 1,B1 24H 1 (2).tiff,HUVEC/24h,HUVEC,B1,24,1.0,0.0877,ok,,,,Migração (PET e PEP) n2 - RAW,PEP + NEB 1uM,
B1 24H 1_png.rf.HqYokt9sZNbgk1oXPrdr.png,b1 24h 1,B1 24H 1.tiff,HUVEC/24h,HUVEC,B1,24,1.0,0.7375,ok,,,,LUIS RAW,PEP,
A7 0HR 2_png.rf.0uB1uwLgRUfuU7JqF0kR.png,a7 0hr 2,A7 0HR 2.tiff,HUVEC/0h,HUVEC,A7,0,1.0,0.3444,ok,,,,originais,,
A7 0HR 2_png.rf.vAp3lFd9w8FX4VCJhMZl.png,a7 0hr 2,A7 0HR 2 (2).tiff,HUVEC/0h,HUVEC,A7,0,1.0,0.3444,ok,,,,Originais (1),,
D2 24H 1_png.rf.3dVBVsdA0iITfaZ15lQH.png,d2 24h 1,D2 24H 1 (2).tiff,HUVEC/24h,HUVEC,D2,24,1.0,0.2668,ok,,,,Migração (PET e PEP) n3 - RAW,,
D2 24H 1_png.rf.Bc0RVmhmtihtWRrOu3Sx.png,d2 24h 1,D2 24H 1.tiff,HUVEC/24h,HUVEC,D2,24,1.0,0.2668,ok,,,,Migração (PET e PEP) n2 - RAW,PET + NEB 1uM,
D4 12HR 2_png.rf.3mHz6QXfVp3bYuBorSyN.png,d4 12hr 2,D4 12HR 2.tiff,HUVEC/12h,HUVEC,D4,12,1.0,,ok,,,,originais,,
B1 24HR 1_png.rf.ZOXgAwm7pCyA0PxFBFkk.png,b1 24hr 1,,,HUVEC,B1,24,,,sem_candidato,,,,,,
B1 24hr 1_png.rf.wZriPsVdQe9B1XYh0ypQ.png,b1 24hr 1,B1 24hr 1.tiff,HUVEC/24h,HUVEC,B1,24,0.5779,,ambiguo,,,,Saudável,,
A4 24h 1_png.rf.33dy4hIcNF63XsaZetPY.png,a4 24h 1,A4 24h 1.tiff,HUVEC/24h,HUVEC,A4,24,0.9466,0.9067,ok,,,,Controle,,
A4 24H 1_png.rf.gJwCrLc590rY2WH4Ned6.png,a4 24h 1,A4 24H 1 (2).tiff,HUVEC/24h,HUVEC,A4,24,1.0,0.9636,ok,,,,LUIS RAW,PEP+MCC,
B1 24 1_png.rf.4kESSl903ETfZ8RacXmq.png,b1 24 1,B1 24 1.tiff,HUVEC/24h,HUVEC,B1,24,0.8946,,ok,,,,Pré-Eclâmpsia,,
B6 24HR 2_png.rf.JjCpIX0SSKPtprUC1AUV.png,b6 24hr 2,B6 24HR 2.tiff,HUVEC/24h,HUVEC,B6,24,1.0,,ok,,,,originais,,
D5 12HR 2_png.rf.R9D5BB9IshtABWWWswKd.png,d5 12hr 2,D5 12HR 2.tiff,HUVEC/12h,HUVEC,D5,12,1.0,,ok,,,,originais,,
A2 24HR 1_png.rf.Ui49cupMaTI531NWJK6R.png,a2 24hr 1,A2 24HR 1.tiff,HUVEC/24h,HUVEC,A2,24,1.0,0.1613,ok,,,,originais,,
A2 24HR 1_png.rf.zHEN1vEwcIUcwRWJIw0w.png,a2 24hr 1,A2 24HR 1 (2).tiff,HUVEC/24h,HUVEC,A2,24,1.0,0.1613,ok,,,,Originais (1),,
B3 24HR 2_png.rf.KdQdPqIplBH5LttSEuYM.png,b3 24hr 2,B3 24HR 2.tiff,HUVEC/24h,HUVEC,B3,24,1.0,,ok,,,,originais,,
D7 12HR 2_png.rf.Mx3Pfn3ormlryV7b2yzz.png,d7 12hr 2,D7 12HR 2.tiff,HUVEC/12h,HUVEC,D7,12,1.0,,ok,,,,originais,,
B4 12hr 1_png.rf.67F2wb5gCj5GQZg22JeL.png,b4 12hr 1,B4 12hr 1.tiff,HUVEC/12h,HUVEC,B4,12,0.4991,0.5413,ambiguo,,,,Pré-Eclâmpsia,,
B4 12HR 1_png.rf.KaR1X3qveVurnKSmeOz8.png,b4 12hr 1,,,HUVEC,B4,12,,,sem_candidato,,,,,,
B4 12HR 1_png.rf.guNhxNPcFlti4hUxkpql.png,b4 12hr 1,B4 12HR 1 (2).tiff,HUVEC/12h,HUVEC,B4,12,1.0,1.0446,ok,,,,Originais (1),,
B4 12hr 2_png.rf.6MFKtv79wCTIK0YDsTYm.png,b4 12hr 2,B4 12hr 2.tiff,HUVEC/12h,HUVEC,B4,12,0.9463,0.312,ok,,,,Saudável,,
B4 12HR 2_png.rf.T9zwB1CKrAIJWPxFGcE5.png,b4 12hr 2,,,HUVEC,B4,12,,,sem_candidato,,,,,,
B4 12HR 2_png.rf.jxZ0dYKAVdNPmJQFPifR.png,b4 12hr 2,B4 12HR 2 (2).tiff,HUVEC/12h,HUVEC,B4,12,1.0,0.3639,ok,,,,Originais (1),,
B6 24h 1_png.rf.HqRokqEzDfBP5O3ZtezT.png,b6 24h 1,,,HUVEC,B6,24,,,sem_candidato,,,,,,
B6 24H 1_png.rf.j9lG9KfzRzSXyhye5PlS.png,b6 24h 1,B6 24H 1 (3).tiff,HUVEC/24h,HUVEC,B6,24,1.0,0.5003,ok,,,,Migração (PET e PEP) n1 - RAW,PET + NEB 1uM,
B6 24h 1_png.rf.Mqv4F4d5b4AUQiStkAzE.png,b6 24h 1,B6 24h 1.tiff,HUVEC/24h,HUVEC,B6,24,0.9469,1.5208,ok,,,,Pré-Eclâmpsia,,
B6 24H 1_png.rf.z1gnHGqIpgOdff4cmlwF.png,b6 24h 1,B6 24H 1 (2).tiff,HUVEC/24h,HUVEC,B6,24,1.0,0.5003,ok,,,,LUIS RAW,PEP+MET3,
D3 12HR 2_png.rf.cc5ORiU1L0tYW9JwzMnT.png,d3 12hr 2,D3 12HR 2.tiff,HUVEC/12h,HUVEC,D3,12,1.0,0.4836,ok,,,,originais,,
D3 12HR 2_png.rf.nlwr0hPwCsrwhcGywwyF.png,d3 12hr 2,D3 12HR 2 (2).tiff,HUVEC/12h,HUVEC,D3,12,1.0,0.4836,ok,,,,Originais (1),,
D4 24HR 1_png.rf.ZeWox4g9WSQYjCRdF5Hj.png,d4 24hr 1,D4 24HR 1.tiff,HUVEC/24h,HUVEC,D4,24,1.0,,ok,,,,originais,,
D7 24HR 2_png.rf.XWVFfZxkpp5fMF6O9txt.png,d7 24hr 2,D7 24HR 2.tiff,HUVEC/24h,HUVEC,D7,24,1.0,,ok,,,,originais,,
C2 24H 2_png.rf.nK9nS1IZLcocNvwfcE7w.png,c2 24h 2,C2 24H 2 (2).tiff,HUVEC/24h,HUVEC,C2,24,1.0,0.8723,ok,,,,Migração (PET e PEP) n3 - RAW,,
C2 24H 2_png.rf.3iAkFoyGnnXiK0b7aJfO.png,c2 24h 2,C2 24H 2.tiff,HUVEC/24h,HUVEC,C2,24,1.0,0.8723,ok,,,,Migração (PET e PEP) n2 - RAW,PET,
B4 0HR 1_png.rf.vUKPySAwB6c4ma0fBFDE.png,b4 0hr 1,B4 0HR 1.tiff,HUVEC/0h,HUVEC,B4,0,1.0,0.1713,ok,,,,originais,,
B4 0HR 1_png.rf.Sr70U7YhZrmMlrGO89Iv.png,b4 0hr 1,B4 0HR 1 (2).tiff,HUVEC/0h,HUVEC,B4,0,1.0,0.1713,ok,,,,Originais (1),,
B6 8HR 1_png.rf.ezE4khDWYhT8i1EBIy2m.png,b6 8hr 1,B6 8HR 1 (2).tiff,HUVEC/8h,HUVEC,B6,8,1.0,0.2291,ok,,,,Originais (1),,
B6 8HR 1_png.rf.p2EJqFyR41XjsHo60u8I.png,b6 8hr 1,B6 8HR 1.tiff,HUVEC/8h,HUVEC,B6,8,1.0,0.2291,ok,,,,originais,,
Snap-15_60_png.rf.AUB9Da86Zc4f2GiWRpgF.png,snap-15,Snap-15.tiff,SKOV/24h,SKOV,snap-15,24,0.9989,0.1158,ok,P2,CT,,,,
Snap-15_134_png.rf.PT0eio2SodTEch0Oowqe.png,snap-15,Snap-15 (2).tiff,SKOV/48h,SKOV,snap-15,48,0.9991,0.1208,ok,P1,CT,,,,
Snap-15_194_png.rf.jyDxznPzUcDKPrXPinis.png,snap-15,Snap-15 (2).tiff,SKOV/24h,SKOV,snap-15,24,0.9996,0.1541,ok,P1,CT,,,,
Snap-15_15_png.rf.oEkUKHxOZ7qcBLxMlF5e.png,snap-15,Snap-15.tiff,SKOV/48h,SKOV,snap-15,48,0.9996,0.1181,ok,P2,CT,,,,
Snap-15_png.rf.QpISbBkKeIMbu6a2p8wX.png,snap-15,Snap-15.tiff,SKOV/0h,SKOV,snap-15,0,0.9996,0.1884,ok,P2,CT,,,,
Snap-19_png.rf.54NjFnaveSX8V7dKaXCe.png,snap-19,Snap-19.tiff,SKOV/0h,SKOV,snap-19,0,0.9998,0.1853,ok,P2,CARBO,,,,
Snap-19_179_png.rf.LbI9UqUYPM9MI69fTMLd.png,snap-19,Snap-19 (2).tiff,SKOV/24h,SKOV,snap-19,24,0.9995,0.1852,ok,P1,PTX,,,,
Snap-19_45_png.rf.h26s2hEWJo5PGBPNWzbv.png,snap-19,Snap-19.tiff,SKOV/48h,SKOV,snap-19,48,0.9982,0.1923,ok,P2,CARBO,,,,
Snap-19_119_png.rf.rL8vPl5ijPVO0I4eyA1W.png,snap-19,Snap-19 (2).tiff,SKOV/48h,SKOV,snap-19,48,0.9997,0.2043,ok,P1,PTX,,,,
Snap-19_90_png.rf.LTW9T6mUiyeyn573QLTY.png,snap-19,Snap-19.tiff,SKOV/24h,SKOV,snap-19,24,0.9995,0.1873,ok,P2,CARBO,,,,
Snap-20_png.rf.CTNy3Rv16m36Khsp3xJc.png,snap-20,Snap-20.tiff,SKOV/0h,SKOV,snap-20,0,0.9997,0.2107,ok,P2,CARBO,,,,
Snap-20_133_png.rf.wotHCE8IfJ6UYBmxNc4i.png,snap-20,Snap-20 (2).tiff,SKOV/48h,SKOV,snap-20,48,0.9995,0.2484,ok,P1,PTX,,,,
Snap-20_59_png.rf.cuUsjVgyqu6QpoUYSKTl.png,snap-20,Snap-20.tiff,SKOV/48h,SKOV,snap-20,48,0.998,0.313,ok,P2,CARBO,,,,
Snap-20_193_png.rf.OGPjmr6AN3p8v8qf5RaD.png,snap-20,Snap-20 (2).tiff,SKOV/24h,SKOV,snap-20,24,0.9995,0.2106,ok,P1,PTX,,,,
Snap-20_104_png.rf.lu9wLu7mqVxquLAseXNa.png,snap-20,Snap-20.tiff,SKOV/24h,SKOV,snap-20,24,0.9996,0.2099,ok,P2,CARBO,,,,
A1 8HR 2_png.rf.bvjlWbubzYS3fVyOKsCU.png,a1 8hr 2,A1 8HR 2 (2).tiff,HUVEC/8h,HUVEC,A1,8,1.0,0.1454,ok,,,,Originais (1),,
A1 8HR 2_png.rf.emd32984S6mQhEIM0RXU.png,a1 8hr 2,A1 8HR 2.tiff,HUVEC/8h,HUVEC,A1,8,1.0,0.1454,ok,,,,originais,,
Snap-17_102_png.rf.L35h25Y208weJrkXRPl5.png,snap-17,Snap-17.tiff,SKOV/24h,SKOV,snap-17,24,0.9996,0.2069,ok,P2,CARBO,,,,
Snap-17_191_png.rf.VaUfcjat6tcky3mpq2eY.png,snap-17,Snap-17 (2).tiff,SKOV/24h,SKOV,snap-17,24,0.9996,0.2073,ok,P1,PTX,,,,
Snap-17_57_png.rf.eHlOfkRwkZdoOjiE6Mxj.png,snap-17,Snap-17.tiff,SKOV/48h,SKOV,snap-17,48,0.9959,0.2932,ok,P2,CARBO,,,,
Snap-17_131_png.rf.w04wolCzNfH78hvtq37N.png,snap-17,Snap-17 (2).tiff,SKOV/48h,SKOV,snap-17,48,0.9996,0.2581,ok,P1,PTX,,,,
Snap-17_png.rf.wQPtTYXFL94gKLen5q7D.png,snap-17,Snap-17.tiff,SKOV/0h,SKOV,snap-17,0,0.9998,0.2106,ok,P2,CARBO,,,,
Snap-17_252_png.rf.bulki6Z5lbUSEa4uMo6D.png,snap-17,Snap-17.tiff,SKOV/72h,SKOV,snap-17,72,0.9996,0.2953,ok,P1,PTX,,,,
E1 8H 2_png.rf.5qtx5quA0obTJbOUZCxP.png,e1 8h 2,E1 8H 2.tiff,HUVEC/8h,HUVEC,E1,8,1.0,,ok,,,,LUIS RAW,PEP,
E1 8H 1_png.rf.8l6bvVJjLSjiFIlOhJkG.png,e1 8h 1,E1 8H 1.tiff,HUVEC/8h,HUVEC,E1,8,1.0,,ok,,,,LUIS RAW,PEP,
E2 8H 2_png.rf.A1FxKlPrQIHjZQ9mdCtD.png,e2 8h 2,E2 8H 2.tiff,HUVEC/8h,HUVEC,E2,8,1.0,,ok,,,,LUIS RAW,PEP,
B4 24HR 2_png.rf.MNt9ujzb7mPjEN7Zxr8a.png,b4 24hr 2,B4 24HR 2.tiff,HUVEC/24h,HUVEC,B4,24,1.0,0.3729,ok,,,,originais,,
B4 24HR 2_png.rf.AY9pmWT2DlfnRIvRg3as.png,b4 24hr 2,B4 24HR 2 (2).tiff,HUVEC/24h,HUVEC,B4,24,1.0,0.3729,ok,,,,Originais (1),,
A6 8H 2_png.rf.8H5VYogwRaw3bc7Ufnp7.png,a6 8h 2,A6 8H 2.tiff,HUVEC/8h,HUVEC,A6,8,1.0,,ok,,,,LUIS RAW,PEP+MET3,
A7 8H 1_png.rf.imdEFsHE1mYvXy3RRzPv.png,a7 8h 1,A7 8H 1.tiff,HUVEC/8h,HUVEC,A7,8,1.0,,ok,,,,LUIS RAW,PEP+GB,
B6 8H 1_png.rf.qDArlyAzfww0cgi6FENm.png,b6 8h 1,B6 8H 1.tiff,HUVEC/8h,HUVEC,B6,8,1.0,0.6774,ok,,,,LUIS RAW,PEP+MET3,
B6 8H 1_png.rf.EJolHbiqIDsWm7XwyCFX.png,b6 8h 1,B6 8H 1 (2).tiff,HUVEC/8h,HUVEC,B6,8,1.0,0.6774,ok,,,,Migração (PET e PEP) n1 - RAW,PET + NEB 1uM,
E4 8H 2_png.rf.rdW8kPWMuRg50sCI0meX.png,e4 8h 2,E4 8H 2.tiff,HUVEC/8h,HUVEC,E4,8,1.0,1.5045,ok,,,,LUIS RAW,PEP+MET3,
E4 8H 2_png.rf.jlW5HpmI2m57qY2TSPDs.png,e4 8h 2,E4 8H 2 (2).tiff,HUVEC/8h,HUVEC,E4,8,1.0,1.5045,ok,,,,Migração (PET e PEP) n1 - RAW,PET,
A3 24H 1_png.rf.tfdHOCRouEH53EDqy7G0.png,a3 24h 1,A3 24H 1.tiff,HUVEC/24h,HUVEC,A3,24,1.0,0.3175,ok,,,,LUIS RAW,PEP+GB,
A3 24H 1_png.rf.ZkTdxPADA9eK1ZS8wJQP.png,a3 24h 1,A3 24H 1 (2).tiff,HUVEC/24h,HUVEC,A3,24,1.0,0.1609,ok,,,,Migração (PET e PEP) n2 - RAW,PEP,
A3 24H 1_png.rf.ZNOTbMmKYzpfIiFiyzJl.png,a3 24h 1,A3 24H 1 (3).tiff,HUVEC/24h,HUVEC,A3,24,1.0,0.1609,ok,,,,Migração (PET e PEP) n3 - RAW,,
E6 24H 2_png.rf.xPxa5zfkuhQQMYWCu9UE.png,e6 24h 2,E6 24H 2.tiff,HUVEC/24h,HUVEC,E6,24,1.0,1.4141,ok,,,,LUIS RAW,PEP+GB,
E6 24H 2_png.rf.c0Q0aeG3uzgZqNDW0NS5.png,e6 24h 2,E6 24H 2 (2).tiff,HUVEC/24h,HUVEC,E6,24,1.0,1.4141,ok,,,,Migração (PET e PEP) n1 - RAW,PET + NEB 5uM,
E3 8H 1_png.rf.ydjYbDPXt2Ll0FuF5dXC.png,e3 8h 1,E3 8H 1.tiff,HUVEC/8h,HUVEC,E3,8,1.0,0.3876,ok,,,,LUIS RAW,PEP+MET3,
E3 8H 1_png.rf.UfzabC0joqrxRr8cl3uJ.png,e3 8h 1,E3 8H 1 (2).tiff,HUVEC/8h,HUVEC,E3,8,1.0,0.3876,ok,,,,Migração (PET e PEP) n1 - RAW,PET,
B5 8H 1_png.rf.OgNl7n5SIXkGIuU1InnN.png,b5 8h 1,B5 8H 1 (2).tiff,HUVEC/8h,HUVEC,B5,8,1.0,1.4149,ok,,,,Migração (PET e PEP) n1 - RAW,PEP,
B5 8H 1_png.rf.ge3SG45JV1gKhWc7ifdS.png,b5 8h 1,B5 8H 1.tiff,HUVEC/8h,HUVEC,B5,8,1.0,1.4149,ok,,,,LUIS RAW,PEP,
B5 8H 2_png.rf.SgUUZx4vrliHz3cQhHZG.png,b5 8h 2,B5 8H 2 (2).tiff,HUVEC/8h,HUVEC,B5,8,1.0,1.4941,ok,,,,Migração (PET e PEP) n1 - RAW,PEP,
B5 8H 2_png.rf.p8rDOeacacLxFiD0aAkc.png,b5 8h 2,B5 8H 2.tiff,HUVEC/8h,HUVEC,B5,8,1.0,1.4941,ok,,,,LUIS RAW,PEP,
D5 0HR 2_png.rf.e3GMlxLnQsu8m7577fEm.png,d5 0hr 2,D5 0HR 2.tiff,HUVEC/0h,HUVEC,D5,0,1.0,,ok,,,,originais,,
D4 0H 2_png.rf.7RFXNZEElcEIxiB134la.png,d4 0h 2,D4 0H 2.tiff,HUVEC/0h,HUVEC,D4,0,1.0,0.5494,ok,,,,Migração (PET e PEP) n1 - RAW,PEP + NEB 5uM,
D4 0H 2_png.rf.eVEb58gAMbcellIRwKuX.png,d4 0h 2,D4 0H 2 (3).tiff,HUVEC/0h,HUVEC,D4,0,1.0,0.5494,ok,,,,Migração (PET e PEP) n3 - RAW,,
D4 0H 2_png.rf.yvJgcXkN2Fgn4uyudNxv.png,d4 0h 2,D4 0H 2 (2).tiff,HUVEC/0h,HUVEC,D4,0,1.0,0.6225,ok,,,,Migração (PET e PEP) n2 - RAW,PET + NEB 5uM,
C4 12H 2_png.rf.H2Y5R9zDxcuoXPVFCHZX.png,c4 12h 2,C4 12H 2.tiff,HUVEC/12h,HUVEC,C4,12,1.0,,ok,,,,Migração (PET e PEP) n1 - RAW,PEP + NEB 1uM,
C3 0H 1_png.rf.GUP2WCnC3j3AaenQzSMG.png,c3 0h 1,C3 0H 1.tiff,HUVEC/0h,HUVEC,C3,0,1.0,0.6045,ok,,,,Migração (PET e PEP) n1 - RAW,PEP + NEB 1uM,
C3 0H 1_png.rf.RnULYdovSpgOgllwCh6N.png,c3 0h 1,C3 0H 1 (3).tiff,HUVEC/0h,HUVEC,C3,0,1.0,0.2919,ok,,,,Migração (PET e PEP) n3 - RAW,,
C3 0H 1_png.rf.1GcjwCTkABCFtVVPXmAu.png,c3 0h 1,C3 0H 1 (2).tiff,HUVEC/0h,HUVEC,C3,0,1.0,0.2919,ok,,,,Migração (PET e PEP) n2 - RAW,PET,
E6 8H 1_png.rf.aiTpRNkpOLX1i5ifEBmk.png,e6 8h 1,E6 8H 1 (2).tiff,HUVEC/8h,HUVEC,E6,8,1.0,0.4528,ok,,,,Migração (PET e PEP) n1 - RAW,PET + NEB 5uM,
E6 8H 1_png.rf.9FbfyZAyJYAjvbhnQKNC.png,e6 8h 1,E6 8H 1.tiff,HUVEC/8h,HUVEC,E6,8,1.0,0.4528,ok,,,,LUIS RAW,PEP+GB,
C5 12H 1_png.rf.eqPnAQCG5aI0rvfthMNV.png,c5 12h 1,C5 12H 1 (2).tiff,HUVEC/12h,HUVEC,C5,12,1.0,0.1154,ok,,,,Migração (PET e PEP) n1 - RAW,PET + NEB 1uM,
C5 12H 1_png.rf.OLiywuVh8Y6xj17HnU6e.png,c5 12h 1,C5 12H 1.tiff,HUVEC/12h,HUVEC,C5,12,1.0,0.1154,ok,,,,LUIS RAW,PET,
E4 12H 1_png.rf.KRVDSp5DFhpm9hFLfjy9.png,e4 12h 1,E4 12H 1 (2).tiff,HUVEC/12h,HUVEC,E4,12,1.0,0.1771,ok,,,,Migração (PET e PEP) n1 - RAW,PET,
E4 12H 1_png.rf.35ZjiXuLnQ3VKuAQmtoa.png,e4 12h 1,E4 12H 1.tiff,HUVEC/12h,HUVEC,E4,12,1.0,0.1771,ok,,,,LUIS RAW,PEP+MET3,
E3 8H 2_png.rf.JTkZ7wGK8TZqcNr0iQ9Z.png,e3 8h 2,E3 8H 2 (2).tiff,HUVEC/8h,HUVEC,E3,8,1.0,0.4607,ok,,,,Migração (PET e PEP) n1 - RAW,PET,
C4 8H 1_png.rf.OhDSqkiCC7cBz300AryE.png,c4 8h 1,C4 8H 1.tiff,HUVEC/8h,HUVEC,C4,8,1.0,,ok,,,,Migração (PET e PEP) n1 - RAW,PEP + NEB 1uM,
C4 24H 1_png.rf.PrzpHu9et1vWKc2r3zCq.png,c4 24h 1,C4 24H 1.tiff,HUVEC/24h,HUVEC,C4,24,1.0,,ok,,,,Migração (PET e PEP) n1 - RAW,PEP + NEB 1uM,
E3 24H 2_png.rf.V8dxaWov8z3KO2UEETWV.png,e3 24h 2,E3 24H 2 (2).tiff,HUVEC/24h,HUVEC,E3,24,1.0,0.6675,ok,,,,Migração (PET e PEP) n1 - RAW,PET,
E3 24H 2_png.rf.CqrKP3UzCHpoiMQnTwYf.png,e3 24h 2,E3 24H 2.tiff,HUVEC/24h,HUVEC,E3,24,1.0,0.6675,ok,,,,LUIS RAW,PEP+MET3,
E4 0H 1_png.rf.Odx4K5xl2aDlImnpj0G5.png,e4 0h 1,E4 0H 1 (2).tiff,HUVEC/0h,HUVEC,E4,0,1.0,1.1301,ok,,,,Migração (PET e PEP) n1 - RAW,PET,
E4 0H 1_png.rf.guF4XcIWsACmegRAd2IS.png,e4 0h 1,E4 0H 1.tiff,HUVEC/0h,HUVEC,E4,0,1.0,1.1301,ok,,,,LUIS RAW,PEP+MET3,
C5 12H 2_png.rf.oLP5pb7BztRNGjNEDlAS.png,c5 12h 2,C5 12H 2 (2).tiff,HUVEC/12h,HUVEC,C5,12,1.0,0.1633,ok,,,,Migração (PET e PEP) n1 - RAW,PET + NEB 1uM,
C5 12H 2_png.rf.yGOWuMwCESVagvk7Q4HY.png,c5 12h 2,C5 12H 2.tiff,HUVEC/12h,HUVEC,C5,12,1.0,0.1633,ok,,,,LUIS RAW,PET,
D2 24H 2_png.rf.Dr2SascrSZ4uku6feLCZ.png,d2 24h 2,D2 24H 2 (2).tiff,HUVEC/24h,HUVEC,D2,24,1.0,1.2808,ok,,,,Migração (PET e PEP) n3 - RAW,,
D2 24H 2_png.rf.Dr42hWA0VdnglReM9CyU.png,d2 24h 2,D2 24H 2.tiff,HUVEC/24h,HUVEC,D2,24,1.0,1.2808,ok,,,,Migração (PET e PEP) n2 - RAW,PET + NEB 1uM,
D3 24H 2_png.rf.Guj6hzRwo4KztSHLvC8P.png,d3 24h 2,D3 24H 2 (3).tiff,HUVEC/24h,HUVEC,D3,24,1.0,1.7589,ok,,,,Migração (PET e PEP) n3 - RAW,,
D3 24H 2_png.rf.wrSFiDUm4y3l7OfQ8x8P.png,d3 24h 2,D3 24H 2.tiff,HUVEC/24h,HUVEC,D3,24,1.0,0.0849,ok,,,,Migração (PET e PEP) n1 - RAW,PEP + NEB 5uM,
D3 24H 2_png.rf.vu9MuWKRyoy3WKGkVrI5.png,d3 24h 2,D3 24H 2 (2).tiff,HUVEC/24h,HUVEC,D3,24,1.0,0.0849,ok,,,,Migração (PET e PEP) n2 - RAW,PET + NEB 5uM,
B1 0H 1_png.rf.wkE6SnIAQml6UyDMQy02.png,b1 0h 1,B1 0H 1 (3).tiff,HUVEC/0h,HUVEC,B1,0,1.0,0.2134,ok,,,,Migração (PET e PEP) n3 - RAW,,
B1 0H 1_png.rf.j3ckb2OmuPoN1D2ZNrsL.png,b1 0h 1,B1 0H 1 (2).tiff,HUVEC/0h,HUVEC,B1,0,1.0,0.4217,ok,,,,Migração (PET e PEP) n2 - RAW,PEP + NEB 1uM,
B1 0H 1_png.rf.C8YpfhQojmLektIYz0IQ.png,b1 0h 1,B1 0H 1.tiff,HUVEC/0h,HUVEC,B1,0,1.0,0.2134,ok,,,,LUIS RAW,PEP,
B4 24H 2_png.rf.xxfOaydli3MnWDQgI8Hg.png,b4 24h 2,B4 24H 2 (5).tiff,HUVEC/24h,HUVEC,B4,24,1.0,0.8005,ok,,,,Migração (PET e PEP) n3 - RAW,,
B4 24h 2_png.rf.Of8T2fD4qf0cAdWJbOuF.png,b4 24h 2,B4 24h 2.tiff,HUVEC/24h,HUVEC,B4,24,0.8677,0.0583,ok,,,,Saudável,,
B4 24H 2_png.rf.Dy3NkPc0L9HXhRCtCbkW.png,b4 24h 2,B4 24H 2 (2).tiff,HUVEC/24h,HUVEC,B4,24,1.0,0.117,ok,,,,LUIS RAW,PEP+MCC,
B4 24H 2_png.rf.YGDDHBmTvfvwYQHk10DN.png,b4 24h 2,B4 24H 2 (3).tiff,HUVEC/24h,HUVEC,B4,24,1.0,0.117,ok,,,,Migração (PET e PEP) n1 - RAW,PEP,
C7 12hr 2_png.rf.On4PgSthEawXN0tYNcLD.png,c7 12hr 2,C7 12hr 2.tiff,HUVEC/12h,HUVEC,C7,12,0.626,0.174,ambiguo,,,,Pré-Eclâmpsia,,
C7 12HR 2_png.rf.FcP7oeCPkBbZtSE7blxW.png,c7 12hr 2,C7 12HR 2 (2).tiff,HUVEC/12h,HUVEC,C7,12,1.0,0.5513,ok,,,,Originais (1),,
B1 0H 2_png.rf.rKSV6ynjn8T0ad0TIIgc.png,b1 0h 2,B1 0H 2 (3).tiff,HUVEC/0h,HUVEC,B1,0,1.0,0.8674,ok,,,,Migração (PET e PEP) n3 - RAW,,
B1 0H 2_png.rf.M9qDqnfqVRQAN3kixv3Y.png,b1 0h 2,B1 0H 2 (2).tiff,HUVEC/0h,HUVEC,B1,0,1.0,0.8674,ok,,,,Migração (PET e PEP) n2 - RAW,PEP + NEB 1uM,
A4 24h 2_png.rf.DwIiawL7voUvJVSqtTOP.png,a4 24h 2,A4 24h 2.tiff,HUVEC/24h,HUVEC,A4,24,0.9662,0.9249,ok,,,,Controle,,
A4 24H 2_png.rf.6b9w5pz0deHWDEkWlDtt.png,a4 24h 2,A4 24H 2 (2).tiff,HUVEC/24h,HUVEC,A4,24,1.0,0.9474,ok,,,,LUIS RAW,PEP+MCC,
B8 24h 2_png.rf.sUtMqQeZCI3m3wJKsgaH.png,b8 24h 2,B8 24h 2.tiff,HUVEC/24h,HUVEC,B8,24,0.9588,1.611,ok,,,,Pré-Eclâmpsia,,
B8 24H 2_png.rf.gu9aYftIV22WAXso95Mk.png,b8 24h 2,B8 24H 2 (2).tiff,HUVEC/24h,HUVEC,B8,24,1.0,1.6305,ok,,,,LUIS RAW,PEP+MCC,
B7 24hr _png.rf.wGcmDPhq7jcRwYk9p9Cf.png,b7 24hr,B7 24hr .tiff,HUVEC/24h,HUVEC,B7,24,0.6388,0.5546,ambiguo,,,,Saudável,,
B7 24HR _png.rf.rxcJQmf6CqfJwy73jb0T.png,b7 24hr,B7 24HR  (2).tiff,HUVEC/24h,HUVEC,B7,24,1.0,1.0212,ok,,,,Originais (1),,
A2 24h 1_png.rf.S59irGLLQgWFqJLa5bki.png,a2 24h 1,A2 24h 1.tiff,HUVEC/24h,HUVEC,A2,24,0.9021,0.2758,ok,,,,Controle,,
A2 24H 1_png.rf.f0Gpa2ejRKiGBpMkFNBA.png,a2 24h 1,A2 24H 1 (4).tiff,HUVEC/24h,HUVEC,A2,24,1.0,0.1064,ok,,,,Migração (PET e PEP) n3 - RAW,,
A2 24H 1_png.rf.EFavmtKTLhhnJThESvF0.png,a2 24h 1,A2 24H 1 (3).tiff,HUVEC/24h,HUVEC,A2,24,1.0,0.1758,ok,,,,Migração (PET e PEP) n2 - RAW,PEP,
